PLAYER,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFG%,TS%
Reggie Jackson,853,25.2,12.6,4.7,11.1,42.4,1.3,3.9,34.5,1.8,2.1,85.4,0.5,2.3,2.8,4.2,0.7,0.1,1.8,48.4,52.2
Walt Hazzard,724,26.5,12.6,5,11.3,44.1,-,-,-,2.6,3.5,75.7,0.4,0.8,3,4.9,0.5,0.1,-,44.1,49.1
Reggie Williams,599,26.7,12.5,5,11.4,43.7,0.6,2.1,29.8,1.9,2.5,78.4,1.3,2.7,4,2.5,1.3,0.7,1.8,46.4,50.1
Cedric Maxwell,835,28.5,12.5,4.1,7.5,54.6,0,0,5.3,4.3,5.5,78.4,2.5,3.8,6.3,2.2,0.8,0.5,2.2,54.6,62.9
Wilson Chandler,676,30,12.5,4.8,10.9,44.3,1.3,3.8,34.1,1.6,2,77,1.1,4.2,5.3,1.8,0.7,0.6,1.4,50.2,53
John Starks,866,27.2,12.5,4.6,11.1,41.2,1.4,4.1,34,2,2.6,76.9,0.5,2,2.5,3.6,1.1,0.1,1.8,47.6,51.3
Wayne Embry,831,26.2,12.5,4.8,10.9,44,-,-,-,2.9,4.5,64,-,-,9.1,1.4,-,-,-,44,48.4
Andre Miller,"1,304",30.9,12.5,4.6,10,46.1,0.1,0.7,21.7,3.1,3.8,80.7,1.1,2.6,3.7,6.5,1.2,0.2,2.4,46.8,53.2
David Wesley,949,31.9,12.5,4.5,10.6,42.4,1.2,3.2,36.8,2.3,3,78.6,0.6,2,2.5,4.4,1.3,0.2,1.9,48,52.6
Darren Collison,711,29.3,12.5,4.6,9.8,47.1,0.9,2.3,39.4,2.4,2.8,85.3,0.5,2.2,2.7,5,1.2,0.1,1.9,51.7,56.7
JR Smith,977,26.9,12.4,4.5,10.7,41.9,2,5.3,37.3,1.5,2,73.3,0.5,2.6,3.1,2.1,1,0.2,1.3,51.1,53.6
Michael Beasley,609,22.8,12.4,5.1,10.9,46.5,0.5,1.4,34.9,1.8,2.4,75.9,1.1,3.6,4.7,1.3,0.6,0.5,1.7,48.7,52
Bill Bradley,742,30.7,12.4,5.3,11.8,44.8,-,-,-,1.8,2.2,84,0.6,2.1,3.2,3.4,0.7,0.2,-,44.8,48.6
Greg Ballard,802,27.5,12.4,5.3,11.1,47.2,0.1,0.3,33.8,1.8,2.3,78.7,1.8,4.3,6.1,2.2,1.1,0.3,1.3,47.7,51.1
Stu Lantz,547,27.9,12.4,4.5,10.4,43.5,-,-,-,3.4,4.1,81.4,0.8,1.4,3.3,2.9,0.7,0.1,-,43.5,50.8
Ryan Anderson,649,25.8,12.3,4.2,10.1,42.2,2,5.4,38,1.8,2.1,85.4,1.9,3.3,5.3,0.9,0.5,0.3,0.9,52.3,56.1
Derrick White,418,27.5,12.3,4.3,9.5,45,1.6,4.5,36.3,2.1,2.5,85.4,0.5,3,3.5,4.1,0.8,0.9,1.3,53.5,58
Kenyon Martin,757,30.6,12.3,5.1,10.6,48.3,0.1,0.4,23.4,2,3.2,62.9,1.7,5.1,6.8,1.9,1.2,1.1,1.7,48.7,51.3
Jim Chones,623,30.7,12.3,5.3,11.3,46.8,0,0,0,1.8,2.5,70.4,2.3,6.1,8.3,1.7,0.5,1,1.9,46.8,49.7
Norman Powell,557,23.3,12.3,4.3,9.2,46.8,1.6,4,39.4,2.1,2.6,82.8,0.4,2.3,2.6,1.5,0.8,0.3,1.2,55.5,59.7
Frank Brian,438,24.9,12.3,4,11.9,34,-,-,-,4.2,5.1,82.1,-,-,2.4,2.6,-,-,-,34,43.5
Clint Capela,609,26.6,12.3,5.3,8.6,62.1,0,0,0,1.6,2.9,54.5,3.7,7,10.7,1,0.7,1.5,1.1,62.1,62.1
Todd Day,483,25.3,12.3,4.2,10.4,40.6,1.2,3.4,34.5,2.6,3.6,73.9,1.2,2.2,3.4,1.5,1.1,0.6,1.5,46.2,51.2
Terry Porter,"1,274",27.8,12.2,4.3,9.2,46.3,1,2.6,38.6,2.7,3.2,83.6,0.6,2.5,3,5.6,1.2,0.1,2.1,51.8,57.6
Eric Money,426,25.4,12.2,5.3,10.6,49.4,0,0,0,1.7,2.3,74.8,0.8,1.3,2.1,3.8,1.2,0.1,3.4,49.4,52.5
Don Kojis,814,23.6,12.2,4.8,10.9,44.6,-,-,-,2.5,3.5,72,1.4,2.9,5.6,1.4,0.9,0.2,-,44.6,49.2
Larry Costello,706,30,12.2,4.4,10,43.8,-,-,-,3.4,4.1,84.1,-,-,3.8,4.6,-,-,-,43.8,51.7
Willie Anderson,555,28.8,12.2,5.1,10.7,47.1,0.2,0.7,26.6,1.9,2.4,78.6,1,2.8,3.8,3.8,1.1,0.6,2.1,47.9,51.7
Dick Snyder,964,26.6,12.2,5.1,10.4,48.8,-,-,-,2,2.5,82.4,0.6,1.7,2.8,2.9,0.7,0.4,0.7,48.8,53.1
Bobby Wanzer,568,32.5,12.2,4,10.2,39.3,-,-,-,4.2,5.2,80.2,-,-,4.5,3.2,-,-,-,39.3,48.9
Jeff Teague,826,26.8,12.2,4.3,9.7,44.4,0.9,2.4,36,2.7,3.2,84.4,0.3,2.1,2.4,5.6,1.1,0.3,2.2,48.9,54.9
Swen Nater,489,28.4,12.2,5,9.3,53.7,0,0,25,2.2,2.9,76,3.1,7.7,10.8,2,0.5,0.5,2.4,53.7,57.7
Thaddeus Young,"1,172",28.2,12.1,5.2,10.4,50.3,0.4,1.4,32.8,1.2,1.8,66.1,2,3.7,5.6,1.8,1.4,0.4,1.4,52.5,54.1
Mike Bantom,706,27.9,12.1,4.9,10.4,46.8,0,0,20,2.4,3.4,69.2,2.3,4.1,6.4,2.3,0.9,0.7,2.4,46.8,50.8
Jusuf Nurkic,539,24.6,12.1,4.8,9.5,50.3,0.2,0.6,28,2.4,3.6,66.7,2.6,6.4,8.9,2.5,0.9,1.1,2.2,51.3,54.8
Albert King,534,24,12.1,5.1,11,46.1,0.1,0.4,26.8,1.9,2.4,79.1,1.4,2.8,4.2,2.2,0.8,0.4,2.2,46.6,50.3
Kevin Willis,"1,424",26.9,12.1,5,10.2,48.7,0,0.1,21.1,2.1,3,71.3,2.9,5.5,8.4,0.9,0.7,0.5,1.8,48.8,52.5
Bonzi Wells,591,25.6,12.1,4.8,10.3,46,0.4,1.2,32.7,2.2,3.1,69.7,1.4,3.3,4.6,2.1,1.3,0.3,2.1,47.9,51.6
Desmond Mason,643,30.5,12.1,4.6,10.2,44.9,0.1,0.4,26,2.9,3.9,74,1.3,3.2,4.5,1.6,0.7,0.4,1.6,45.4,50.9
Montrezl Harrell,515,20.5,12.1,4.9,7.9,61.9,0,0.2,10.8,2.3,3.5,66.4,1.8,3.2,5,1.3,0.5,0.8,1.1,62,64.2
Antonio McDyess,"1,015",27.6,12,5,10,49.7,0,0.1,11.7,2.1,3.1,67,2.4,5.1,7.5,1.3,0.8,1.1,1.6,49.7,52.9
Darryl Dawkins,726,23.7,12,4.8,8.4,57.2,0,0,13.3,2.4,3.6,68.5,1.5,4.6,6.1,1.3,0.5,1.4,2.6,57.2,60.5
Jeff Green,"1,185",27.7,12,4.3,9.6,45,1,2.9,33.7,2.4,2.9,80.4,0.8,3.2,4.1,1.5,0.6,0.5,1.3,50.1,54.9
Vinnie Johnson,984,24.7,12,5,10.7,46.4,0.1,0.3,25.4,2,2.7,74,1.5,1.7,3.2,3.3,0.9,0.3,1.6,46.8,50.6
Nate Williams,642,23.2,12,5.1,11.1,45.8,-,-,-,1.8,2.2,80.5,1.2,2.4,3.8,1.5,1.1,0.3,1.1,45.8,49.5
Serge Ibaka,919,27.3,12,5,9.7,51.3,0.7,1.9,35.9,1.4,1.8,75.7,2.1,5,7.1,0.8,0.4,1.9,1.3,54.8,57.1
Arnie Risen,637,28.3,12,4.1,10.8,38.1,-,-,-,3.8,5.4,69.9,-,-,9.7,1.7,-,-,-,38.1,45.6
Marcus Morris Sr.,832,26.6,12,4.4,10.1,43.5,1.6,4.1,37.7,1.6,2.1,77.4,0.8,3.6,4.4,1.5,0.7,0.3,1.1,51.2,54.3
Arvydas Sabonis,470,24.2,12,4.4,8.9,50,0.3,0.9,32.8,2.8,3.6,78.6,1.6,5.7,7.3,2.1,0.8,1.1,1.8,51.7,57.4
Emeka Okafor,616,30.9,12,4.9,9.5,51.2,0,0,0,2.2,3.8,58.6,3.2,6.5,9.7,0.8,0.7,1.6,1.6,51.2,53.5
OG Anunoby,418,29.1,12,4.5,9.6,47.4,1.7,4.4,37.6,1.3,1.7,74.5,1.1,3.2,4.3,1.6,1.3,0.5,1.3,56.1,58.1
Derek Anderson,615,29.2,12,3.9,9.6,40.8,1,3.1,34.1,3,3.6,85.3,0.7,2.5,3.2,3.4,1.1,0.1,1.7,46.3,53.4
Lonnie Shelton,673,27.5,12,5.1,10.3,49.2,0,0,9.7,1.8,2.4,73.8,2.1,4,6.1,2.2,1.1,0.8,2.2,49.2,52.4
Luis Scola,743,25.6,12,4.9,10,49.3,0.1,0.4,33.9,2,2.6,74,1.8,4.9,6.7,1.6,0.6,0.3,1.5,49.9,53.5
Gerald Wallace,832,29.7,11.9,4.2,9,46.9,0.5,1.6,31.2,3,4.2,70.9,1.4,4.4,5.8,2.1,1.4,0.8,1.8,49.6,54.9
Voshon Lenard,565,27.2,11.9,4.3,10.4,41.5,1.7,4.3,38.4,1.6,2.1,78.7,0.6,2.2,2.8,2.1,0.8,0.2,1.3,49.4,52.6
Ron Brewer,501,25.7,11.9,5,10.9,45.9,0.1,0.2,24.8,1.9,2.3,82.4,0.7,1.3,1.9,1.8,1,0.5,1.4,46.2,50.2
Sam Perkins,"1,286",28.5,11.9,4.3,9.3,45.9,0.7,1.8,36.2,2.7,3.3,81.1,1.8,4.2,6,1.5,0.9,0.7,1.2,49.4,55.2
Kevin Huerter,413,28.8,11.9,4.5,10.1,44.4,2.2,5.7,38.2,0.8,1,76.6,0.6,2.9,3.5,3,0.9,0.3,1.2,55,56.3
Marcus Thornton,483,23.4,11.9,4.4,10.4,42.5,1.5,4.2,35.8,1.6,1.9,83,0.8,1.9,2.8,1.4,0.8,0.1,1,49.8,53.1
John Block,597,24,11.9,4.3,10,43.3,-,-,-,3.2,4.1,77.8,1.4,3.1,6.6,1.3,0.8,0.5,-,43.3,50.2
Bill Bridges,926,33.3,11.9,4.5,10.2,44.2,-,-,-,2.9,4.1,69.3,2.6,3.9,11.9,2.8,0.7,0.4,-,44.2,49.4
LaPhonso Ellis,624,28.2,11.9,4.6,10.3,45.2,0.4,1.3,30.2,2.2,3,73,2.1,4.3,6.5,1.6,0.7,0.8,1.6,47.1,51.2
Walt Williams,708,26.6,11.8,4.2,9.9,42.5,1.4,3.6,37.9,2.1,2.8,74.3,1.1,2.9,3.9,2.3,0.9,0.6,1.9,49.4,53.2
Andrei Kirilenko,797,30,11.8,3.9,8.3,47.4,0.5,1.5,31,3.5,4.6,75.4,1.8,3.7,5.5,2.7,1.4,1.8,1.9,50.2,57.1
Kevin Duckworth,684,25.5,11.8,4.7,10,46.8,0,0,20.8,2.4,3.3,73.6,2,3.8,5.8,0.9,0.5,0.5,1.8,46.8,51.5
Vlade Divac,"1,134",29.8,11.8,4.6,9.3,49.5,0.1,0.4,23.5,2.5,3.7,69.2,2.5,5.7,8.2,3.1,1.1,1.4,2.2,50,54.3
Bobby Portis,605,22.6,11.8,4.8,10,47.9,1.1,2.9,38.5,1.1,1.5,75.9,1.9,5.2,7.1,1.2,0.6,0.4,1.1,53.5,55.5
Adrian Smith,719,25.5,11.8,4.3,10,42.9,-,-,-,3.2,3.8,83.6,-,-,2.2,2.4,-,-,-,42.9,50.4
Norm Van Lier,746,35.1,11.8,4.4,10.7,41.4,-,-,-,2.9,3.7,78,1.3,3,4.8,7,1.8,0.2,2.1,41.4,47.6
Al Wood,417,23.8,11.8,4.7,10.2,46.5,0.1,0.5,21.1,2.2,2.7,78.9,1.1,1.9,3,1.8,0.7,0.4,1.4,47,51.5
Rodney McCray,768,32.4,11.7,4.6,9.1,50.3,0.1,0.3,26,2.5,3.3,76.1,2.1,4.5,6.6,3.6,0.8,0.6,1.8,50.7,55.6
Steve Johnson,626,21.8,11.7,4.5,7.9,57.2,0,0,0,2.7,4.2,63.4,1.9,3.6,5.5,1.2,0.5,0.8,2.4,57.2,60
Billy Owens,600,29.4,11.7,4.8,9.9,48.1,0.1,0.5,29.1,2,3.2,62.9,2.4,4.3,6.7,2.8,0.9,0.5,2.2,48.8,51.6
Dell Curry,"1,083",21.7,11.7,4.7,10.3,45.7,1.1,2.9,40.2,1.1,1.4,84.3,0.6,1.9,2.4,1.8,0.9,0.2,1.2,51.3,53.7
Mike Gminski,938,25.6,11.7,4.5,9.6,46.5,0,0.1,12.2,2.7,3.2,84.3,2.2,4.7,6.9,1.3,0.5,1.1,1.5,46.5,52.8
Guy Rodgers,892,32.1,11.7,4.6,12.2,37.8,-,-,-,2.4,3.4,72.1,-,-,4.3,7.8,-,-,-,37.8,42.6
Jim Barnett,732,23.8,11.7,4.5,10.4,43.5,-,-,-,2.6,3.2,79.7,0.8,1.3,3.1,3,0.6,0.1,-,43.5,49.2
Curtis Rowe,590,31,11.6,4.8,9.9,48.2,-,-,-,2.1,3,70.1,2.1,4.4,7.2,1.6,0.5,0.5,1.6,48.2,51.9
Malik Monk,458,21.6,11.6,4.2,9.6,43.3,1.7,4.9,35.5,1.6,1.8,84.4,0.4,2.1,2.5,2.8,0.6,0.3,1.5,52.3,55.7
Josh Richardson,546,28.7,11.6,4.2,9.9,42.9,1.6,4.4,36.4,1.6,1.8,84.6,0.7,2.4,3.1,2.7,1,0.5,1.3,51,54.4
Johnny Green,"1,057",23.3,11.6,4.7,9.5,49.3,-,-,-,2.2,4,55.3,-,-,8.6,1.4,-,-,-,49.3,51.4
Terry Teagle,687,21.1,11.6,4.8,10.3,46.5,0,0.2,21,2,2.5,79.2,1.1,1.6,2.6,1.4,0.8,0.2,1.5,46.7,50.9
Phil Ford,482,28,11.6,4.4,9.5,46.7,0.1,0.2,21,2.7,3.3,82,0.3,1.4,1.8,6.4,1.2,0.1,2.8,46.9,53.1
Lionel Hollins,673,27.4,11.6,4.8,10.7,44.4,0,0.1,14.9,2.1,2.8,74.1,0.6,1.8,2.4,4.5,1.6,0.3,2.6,44.5,48.6
Kevin Porter,659,29,11.6,4.8,10,48.3,0,0,18.8,1.9,2.6,73.7,0.6,1.3,1.8,8.1,1.4,0.1,3.5,48.3,51.9
Jeremy Lin,480,25.5,11.6,3.9,9.1,43.3,0.9,2.7,34.2,2.8,3.5,80.9,0.4,2.4,2.8,4.3,1.1,0.4,2.3,48.5,54.8
Toni Kukoc,846,26.3,11.6,4.3,9.6,44.7,0.9,2.6,33.5,2.1,2.9,72.9,1.2,3,4.2,3.7,1,0.3,1.8,49.2,53.2
Kenny Carr,674,25.5,11.6,4.5,8.9,51,0,0.1,7.9,2.5,3.7,68.4,2.2,5.2,7.4,1.4,0.7,0.4,2.1,51,55.1
Tony Campbell,690,22,11.6,4.6,10.1,45.6,0.1,0.4,25.4,2.3,2.9,79,1.3,1.7,3.1,1.5,0.8,0.2,1.6,46,50.9
Jon McGlocklin,792,26.4,11.6,5.1,10.3,48.9,-,-,-,1.5,1.7,84.5,0.3,1.1,2.4,2.9,0.5,0.1,-,48.9,52.2
Andrew Bynum,418,25.6,11.5,4.6,8.2,55.6,0,0,11.1,2.4,3.4,69,2.4,5.3,7.7,1.2,0.3,1.6,1.5,55.6,59.2
Bob Kauffman,525,25.8,11.5,4.4,9.2,47.7,-,-,-,2.7,3.7,74.9,1.1,2.3,7,2.7,0.4,0.1,-,47.7,53.3
Bobby Jones,774,26.1,11.5,4.4,8,55,0,0,0,2.7,3.5,78,1.7,3.8,5.5,2.4,1.4,1.3,1.8,55,60.4
Tom Owens,488,23.5,11.5,4.5,8.9,50.8,0,0,25,2.5,3.2,76.4,2.2,4,6.2,2,0.5,0.5,2,50.8,55.8
Matt Harpring,665,26.5,11.5,4.4,9.1,48.1,0.2,0.7,33.3,2.5,3.4,75.3,1.9,3.1,5.1,1.4,0.7,0.2,1.5,49.4,54.5
Danny Ainge,"1,042",26.6,11.5,4.5,9.5,46.9,1,2.5,37.8,1.6,1.9,84.6,0.7,2,2.7,4,1.1,0.1,1.5,51.9,55.5
Tim Thomas,824,25.9,11.5,4.2,9.6,43.7,1.2,3.2,36.9,1.9,2.5,75.8,1,3.1,4.1,1.5,0.7,0.4,1.5,49.7,53.5
Clar. Weatherspoon,915,30.3,11.5,4.4,9.3,47.1,0,0.1,19.6,2.6,3.6,74.3,2.3,5.2,7.5,1.5,1,0.9,1.6,47.2,52.6
Arlen Bockhorn,474,31.2,11.5,4.7,11.8,40.3,-,-,-,2,2.6,74.8,-,-,4.7,3.5,-,-,-,40.3,44.3
Dan Majerle,955,31.6,11.4,4.1,9.6,43.1,1.4,4,35.8,1.7,2.4,74.1,1.2,3.3,4.5,2.9,1.3,0.4,1.2,50.5,53.8
Benoit Benjamin,807,27.1,11.4,4.4,9,49.7,0,0,4.8,2.5,3.5,72.1,1.8,5.7,7.5,1.3,0.6,2,2.3,49.7,54.4
Nick Young,720,22.8,11.4,4,9.6,41.8,1.4,3.8,37.6,1.9,2.3,83.6,0.4,1.6,2,1,0.5,0.2,1,49.3,53.6
Kentavious Caldwell-Pope,835,29.6,11.4,4.1,9.5,42.7,1.7,4.6,36.9,1.6,1.9,81.9,0.6,2.5,3,1.8,1.1,0.3,1,51.6,55
Wesley Matthews,986,29,11.4,3.9,9.3,41.9,1.9,5,37.5,1.7,2.1,82.3,0.5,2.3,2.8,1.9,0.9,0.2,1.1,52,55.8
Robert Reid,919,27.3,11.4,4.8,10.6,45.8,0.1,0.4,29.1,1.6,2.2,73.2,1.3,3.3,4.5,2.7,1.1,0.4,1.4,46.3,49.4
Kenneth Faried,478,24.5,11.4,4.6,8.4,54.6,0,0.1,22.2,2.2,3.3,65.4,3.1,5.1,8.1,1,0.7,0.8,1.3,54.8,57.7
Larry Drew,714,25.7,11.4,4.6,9.9,46.7,0.2,0.6,29.1,1.9,2.4,79.8,0.4,1.4,1.8,5.2,1.1,0.1,2.2,47.5,51.7
Kelvin Ransey,474,24.4,11.4,4.7,10.3,45.4,0,0.3,13.2,2,2.6,78.2,0.5,1.4,1.9,5.2,1,0.1,2,45.6,49.9
Andre Iguodala,"1,231",32.1,11.3,4.1,8.8,46.3,0.9,2.7,33,2.3,3.2,70.9,0.9,4,4.9,4.2,1.4,0.5,1.8,51.2,55.3
Vern Fleming,893,27.7,11.3,4.4,8.9,49.8,0,0.2,18.1,2.4,3.2,76.4,1.1,2.3,3.4,4.8,1,0.1,2,50.1,55
Gene Banks,468,27.9,11.3,4.6,8.5,53.9,0,0.1,4.3,2.2,3,73,2.2,3.7,5.8,2.9,0.9,0.2,1.8,53.9,57.9
Jameer Nelson,878,28,11.3,4.3,9.9,43.6,1.3,3.6,36.8,1.4,1.7,81,0.5,2.5,3,5.1,0.9,0.1,2.1,50.2,53.2
Nene,965,26.2,11.3,4.3,7.9,54.8,0,0.1,13.2,2.6,4,66,1.7,4.3,6,1.8,1.1,0.7,1.7,54.8,58.5
Tom Gola,698,32.3,11.3,4.2,9.9,43.1,-,-,-,2.8,3.7,76,-,-,8,4.2,-,-,-,43.1,49.1
Freddie Scolari,534,26.4,11.3,4,12.5,32.1,-,-,-,3.3,4,81.8,-,-,2.7,2.6,-,-,-,32.1,39.6
Lamond Murray,736,25.1,11.3,4.3,9.9,43,0.7,2,36,2,2.7,75.9,1.3,2.8,4.1,1.3,0.9,0.4,1.6,46.6,50.8
Doug Christie,827,31.5,11.2,3.9,9.2,42.6,1,2.7,35.4,2.4,3,82.1,1,3.1,4.1,3.6,1.9,0.5,2.1,47.9,53.5
Will Barton,679,25.2,11.2,4.2,9.7,43,1.3,3.7,35.5,1.6,2,78.7,0.7,3.4,4.1,2.7,0.7,0.4,1.4,49.8,53.2
Mike Dunleavy,986,27.7,11.2,4,9.1,44.1,1.3,3.5,37.7,1.9,2.4,80.3,0.7,3.6,4.3,2.2,0.7,0.3,1.4,51.4,55.5
Brad Miller,868,28.3,11.2,4,8.3,48,0.2,0.7,33,3,3.8,80.4,2,5.2,7.1,2.8,0.7,0.7,1.6,49.4,56.4
Donyell Marshall,957,26.2,11.2,4.3,9.8,43.5,0.9,2.7,35,1.7,2.3,73.1,2,4.7,6.7,1.4,0.8,0.9,1.4,48.3,51.6
Fred Hetzel,416,21.4,11.2,4.3,10.2,42.1,-,-,-,2.6,3.2,81.7,-,-,5.9,1.1,-,-,-,42.1,48.2
Chris Mills,568,30.4,11.2,4.2,9.8,43.2,0.8,2.2,35.1,2,2.4,81.7,1.4,3.6,4.9,1.9,0.7,0.4,1.3,47.1,51.7
Gerald Henderson,535,25.9,11.2,4.2,9.6,44,0.5,1.4,32.7,2.3,2.9,79.3,0.6,2.6,3.2,1.9,0.7,0.3,1.2,46.4,51.6
T.J. Ford,429,27.7,11.2,4.3,9.8,43.3,0.3,1,28.9,2.4,2.9,81.5,0.7,2.4,3.1,5.8,1.2,0.1,2.4,44.8,50.3
Raymond Felton,971,29.7,11.2,4.2,10.3,41.2,1,2.9,32.9,1.8,2.2,79,0.6,2.4,3,5.2,1.2,0.2,2.1,45.9,49.7
Wesley Person,733,28.3,11.2,4.3,9.3,45.7,1.6,3.8,41.8,1.1,1.4,77.8,0.6,2.7,3.3,1.7,0.8,0.3,0.9,54.1,56.2
Chris Kaman,735,26.7,11.2,4.7,9.6,48.9,0,0,4.2,1.8,2.5,74.3,2,5.6,7.6,1.3,0.4,1.3,2.1,48.9,52.5
Enes Freedom,748,21.5,11.2,4.6,8.4,54.8,0.1,0.2,28.9,1.9,2.5,77.7,3,4.8,7.8,0.9,0.4,0.5,1.4,55.1,59
Horace Grant,"1,165",33.2,11.2,4.7,9.2,50.9,0,0.1,6.3,1.8,2.6,69.2,3,5.1,8.1,2.2,1,1,1.1,50.9,54
Lloyd Neal,435,25.3,11.1,4.6,9.4,48.5,-,-,-,2,3,67.2,1.9,4.9,7.7,1.5,0.5,0.9,1.6,48.5,51.9
Jay Humphries,788,29.3,11.1,4.4,9.3,47.6,0.3,0.9,29.7,2,2.5,78.2,0.7,1.9,2.5,5.5,1.5,0.1,1.9,49.1,53.3
Corliss Williamson,822,22.8,11.1,4.4,8.9,49,0,0.1,13.6,2.4,3.3,71.4,1.5,2.4,3.9,1.2,0.6,0.3,1.6,49,53.5
Dee Brown,608,27.7,11.1,4.2,9.6,43.6,1,2.8,35.7,1.8,2.1,82.5,0.5,2.1,2.6,3.7,1.3,0.3,1.5,48.8,52.8
Mel Hutchins,437,37.9,11.1,4.4,11.4,38.9,-,-,-,2.3,3.4,67.3,-,-,9.6,3,-,-,-,38.9,43.2
Scott Skiles,600,28,11.1,3.8,8.8,43.5,0.9,2.3,37.9,2.6,2.9,88.9,0.5,2.1,2.5,6.5,0.8,0,2.5,48.5,55.2
Pooh Richardson,639,30.4,11.1,4.8,10.7,44.4,0.6,1.7,32.9,1,1.5,65.2,0.7,2.1,2.8,6.5,1.3,0.2,1.8,47,48.6
Tayshaun Prince,"1,017",31,11.1,4.5,9.9,45.5,0.6,1.5,36.7,1.5,2,75.6,1.1,3.2,4.3,2.4,0.6,0.5,1,48.3,51.3
Maurice Cheeks,"1,101",31.6,11.1,4.5,8.5,52.3,0,0.2,25.5,2.1,2.7,79.3,0.6,2.2,2.8,6.7,2.1,0.3,2.1,52.6,57.2
Paul Neumann,451,24.4,11.1,4.1,9.2,44.2,-,-,-,3,3.7,79.9,-,-,2.9,3.2,-,-,-,44.2,51.2
Johnny Dawkins,541,27.5,11.1,4.4,9.6,45.6,0.3,1,33,2,2.3,85.7,0.6,1.9,2.5,5.5,1.1,0.1,2,47.4,52.2
Hedo Turkoglu,997,26.8,11.1,3.9,9.1,42.6,1.2,3.3,38.4,2.1,2.7,78.4,0.6,3.3,4,2.8,0.8,0.3,1.6,49.5,54
Gary Harris,570,28,11,4.1,9.1,44.7,1.5,4.2,37,1.4,1.7,81.3,0.6,1.8,2.4,1.9,1.1,0.2,1.1,53.2,56.1
Bobby Phills,467,28.8,11,4.2,9.5,44.3,0.7,1.9,39,1.9,2.6,73.8,0.9,2.3,3.1,2.7,1.3,0.3,1.5,48.2,52
Hot Rod Williams,887,29.7,11,4.2,8.7,48,0,0,10.5,2.7,3.7,72.6,2.3,4.4,6.8,1.8,0.8,1.6,1.4,48,53.5
Avery Bradley,660,27.5,11,4.4,10.2,43.4,1.3,3.6,36.5,0.9,1.1,78.3,0.6,2.2,2.8,1.7,1,0.2,1.3,49.8,51.6
Maurice Taylor,534,25,11,4.6,9.9,46.6,0,0.1,15.2,1.8,2.5,71.1,1.5,3.1,4.6,1.2,0.5,0.5,1.8,46.7,50.1
Nate Robinson,618,22.5,11,4,9.4,42.3,1.3,3.6,36,1.7,2.2,79.6,0.6,1.7,2.3,3,0.9,0.1,1.4,49.3,53.1
Sherman Douglas,765,27.6,11,4.4,9,48.4,0.2,0.8,26.7,2.1,3.1,67.8,0.7,1.5,2.2,5.9,1,0.1,2.3,49.5,53.2
Johnny Newman,"1,159",24.5,11,3.8,8.3,46.1,0.5,1.5,33.6,2.8,3.4,81,0.8,1.4,2.2,1.5,0.9,0.2,1.4,49.2,55.8
Bison Dele,413,24.2,11,4.5,8.5,52.8,0,0,14.3,2,2.9,69.1,2.1,4.1,6.2,1.1,0.8,0.9,2,52.8,56.2
Joe Graboski,845,30.5,11,4.1,11.6,35.2,-,-,-,2.9,4.1,70,-,-,8.1,1.8,-,-,-,35.2,41.1
Terrence Ross,733,24.5,11,4,9.6,41.8,1.8,5,36.2,1.1,1.4,83.7,0.3,2.5,2.8,1.3,0.8,0.3,1,51.3,53.8
Micheal Williams,413,25.2,11,3.6,7.7,46.4,0.1,0.5,22.7,3.7,4.3,86.8,0.7,1.8,2.5,5.8,1.7,0.2,2.3,47.1,57.3
Kevin Grevey,672,22.7,11,4.3,9.9,43.7,0.2,0.6,33.4,2.1,2.5,81.7,0.9,1.5,2.4,1.9,0.6,0.2,1.4,44.8,49.6
Derrick McKey,937,29.1,11,4.2,8.6,48.6,0.2,0.7,31.6,2.4,3.1,77.9,1.6,3.1,4.7,2.4,1.1,0.7,1.8,49.8,55.1
Chris Morris,747,25.1,11,4.2,9.6,44.1,0.7,2.2,30.6,1.9,2.5,73.9,2,2.7,4.7,1.6,1.2,0.7,1.6,47.5,51.3
Drew Gooden,790,25.5,11,4.3,9.4,46.2,0.1,0.4,25.7,2.2,2.8,76,2.4,4.7,7.1,1.1,0.7,0.6,1.5,46.8,51.4
Ray Felix,637,23.8,10.9,3.8,9.2,41.2,-,-,-,3.4,5,67.8,-,-,8.9,0.7,-,-,-,41.2,48.1
Anthony Mason,882,34.7,10.9,4.1,8,50.9,0,0,16.7,2.8,4,70.9,2.2,6.1,8.3,3.4,0.7,0.3,1.8,51,56.3
Phil Jordon,442,24.4,10.9,4.4,11.2,39.8,-,-,-,2,3,69,-,-,6.9,1.7,-,-,-,39.8,43.8
Rodney Rogers,866,25.2,10.9,4.2,9.2,45.1,0.8,2.3,34.7,1.8,2.6,69,1.5,3,4.5,2,1,0.5,1.9,49.5,52.7
Kevin Edwards,604,25.4,10.9,4.4,10.4,42.3,0.3,0.9,33.5,1.9,2.3,80.3,0.9,1.9,2.7,2.7,1.4,0.3,1.9,43.7,48
Kirk Hinrich,879,30.7,10.9,4,9.7,41.1,1.3,3.6,37.5,1.6,2,80,0.4,2.6,2.9,4.8,1.1,0.3,1.8,48,51.6
